"Province","Latitude","Longitude","Year","Value"
"West Nusa Tenggara",-8.7892855,117.146169,"2008",10.33
"West Nusa Tenggara",-8.7892855,117.146169,"2009",11.81
"West Nusa Tenggara",-8.7892855,117.146169,"2010",11.78
"West Nusa Tenggara",-8.7892855,117.146169,"2011",13.43
"West Nusa Tenggara",-8.7892855,117.146169,"2012",13.19
"West Nusa Tenggara",-8.7892855,117.146169,"2013",12.23
"West Nusa Tenggara",-8.7892855,117.146169,"2014",13.13
"West Nusa Tenggara",-8.7892855,117.146169,"2015",12.22
"West Nusa Tenggara",-8.7892855,117.146169,"2016",11.34
"West Nusa Tenggara",-8.7892855,117.146169,"2017",10.31
"West Nusa Tenggara",-8.7892855,117.146169,"2018",11.05
"West Nusa Tenggara",-8.7892855,117.146169,"2019",12.9
"West Nusa Tenggara",-8.7892855,117.146169,"2020",9.91
"West Nusa Tenggara",-8.7892855,117.146169,"2021",11.66
"West Papua",-1.3842356,132.902528,"1998",4.05
"West Papua",-1.3842356,132.902528,"1999",5.58
"West Papua",-1.3842356,132.902528,"2000",7.11
"West Papua",-1.3842356,132.902528,"2001",8.71
"West Papua",-1.3842356,132.902528,"2002",9.52
"West Papua",-1.3842356,132.902528,"2003",9.09
"West Papua",-1.3842356,132.902528,"2004",11.67
"West Papua",-1.3842356,132.902528,"2005",9.01
"West Papua",-1.3842356,132.902528,"2006",10.12
"West Papua",-1.3842356,132.902528,"2007",9.76
"West Papua",-1.3842356,132.902528,"2008",10.03
"West Papua",-1.3842356,132.902528,"2009",12.18
"West Papua",-1.3842356,132.902528,"2010",9.55
"West Papua",-1.3842356,132.902528,"2011",10.86
"West Papua",-1.3842356,132.902528,"2012",10.92
"West Papua",-1.3842356,132.902528,"2013",12.86
"West Papua",-1.3842356,132.902528,"2014",13.56
"West Papua",-1.3842356,132.902528,"2015",11.66
"West Papua",-1.3842356,132.902528,"2016",9.21
"West Papua",-1.3842356,132.902528,"2017",11.29
"West Papua",-1.3842356,132.902528,"2018",10.79
"West Papua",-1.3842356,132.902528,"2019",10.81
"West Papua",-1.3842356,132.902528,"2020",8.69
"West Papua",-1.3842356,132.902528,"2021",10.2
"West Sulawesi",-2.4974546,119.3918955,"1998",11.2
"West Sulawesi",-2.4974546,119.3918955,"1999",9.51
"West Sulawesi",-2.4974546,119.3918955,"2000",11.8
"West Sulawesi",-2.4974546,119.3918955,"2001",14.08
"West Sulawesi",-2.4974546,119.3918955,"2002",17.04
"West Sulawesi",-2.4974546,119.3918955,"2003",13.7
"West Sulawesi",-2.4974546,119.3918955,"2004",16.07
"West Sulawesi",-2.4974546,119.3918955,"2005",14.09
"West Sulawesi",-2.4974546,119.3918955,"2006",15.42
"West Sulawesi",-2.4974546,119.3918955,"2007",15.33
"West Sulawesi",-2.4974546,119.3918955,"2008",14.69
"West Sulawesi",-2.4974546,119.3918955,"2009",15.19
"West Sulawesi",-2.4974546,119.3918955,"2010",13.29
"West Sulawesi",-2.4974546,119.3918955,"2011",15.29
"West Sulawesi",-2.4974546,119.3918955,"2012",16.16
"West Sulawesi",-2.4974546,119.3918955,"2013",16.07
"West Sulawesi",-2.4974546,119.3918955,"2014",17.24
"West Sulawesi",-2.4974546,119.3918955,"2015",16.03
"West Sulawesi",-2.4974546,119.3918955,"2016",14.4
"West Sulawesi",-2.4974546,119.3918955,"2017",14.61
"West Sulawesi",-2.4974546,119.3918955,"2018",14.5
"West Sulawesi",-2.4974546,119.3918955,"2019",15.41
"West Sulawesi",-2.4974546,119.3918955,"2020",12.65
"West Sulawesi",-2.4974546,119.3918955,"2021",13.89
"West Sumatra",-0.5827529,100.6133379,"1998",9.5
"West Sumatra",-0.5827529,100.6133379,"1999",8.92
"West Sumatra",-0.5827529,100.6133379,"2000",12.24
"West Sumatra",-0.5827529,100.6133379,"2001",11.22
"West Sumatra",-0.5827529,100.6133379,"2002",13.99
"West Sumatra",-0.5827529,100.6133379,"2003",14.98
"West Sumatra",-0.5827529,100.6133379,"2004",16.36
"West Sumatra",-0.5827529,100.6133379,"2005",15.31
"West Sumatra",-0.5827529,100.6133379,"2006",23.19
"West Sumatra",-0.5827529,100.6133379,"2007",14.82
"West Sumatra",-0.5827529,100.6133379,"2008",15.93
"West Sumatra",-0.5827529,100.6133379,"2009",15.94
"West Sumatra",-0.5827529,100.6133379,"2010",15.01
"West Sumatra",-0.5827529,100.6133379,"2011",17.89
"West Sumatra",-0.5827529,100.6133379,"2012",17.69
"West Sumatra",-0.5827529,100.6133379,"2013",17.06
"West Sumatra",-0.5827529,100.6133379,"2014",23.99
"West Sumatra",-0.5827529,100.6133379,"2015",25.6
"West Sumatra",-0.5827529,100.6133379,"2016",17.18
"West Sumatra",-0.5827529,100.6133379,"2017",15.17
"West Sumatra",-0.5827529,100.6133379,"2018",14.59
"West Sumatra",-0.5827529,100.6133379,"2019",22.24
"West Sumatra",-0.5827529,100.6133379,"2020",14.73
"West Sumatra",-0.5827529,100.6133379,"2021",15.01
"Yogyakarta",-7.797068,110.370529,"1998",11.07
"Yogyakarta",-7.797068,110.370529,"1999",10.73
"Yogyakarta",-7.797068,110.370529,"2000",10.7
"Yogyakarta",-7.797068,110.370529,"2001",12.72
"Yogyakarta",-7.797068,110.370529,"2002",12.3
"Yogyakarta",-7.797068,110.370529,"2003",11.44
"Yogyakarta",-7.797068,110.370529,"2004",13.48
"Yogyakarta",-7.797068,110.370529,"2005",13.87
"Yogyakarta",-7.797068,110.370529,"2006",14.34
"Yogyakarta",-7.797068,110.370529,"2007",14.49
"Yogyakarta",-7.797068,110.370529,"2008",13.65
"Yogyakarta",-7.797068,110.370529,"2009",13.81
"Yogyakarta",-7.797068,110.370529,"2010",15.27
"Yogyakarta",-7.797068,110.370529,"2011",15.16
"Yogyakarta",-7.797068,110.370529,"2012",14.74
"Yogyakarta",-7.797068,110.370529,"2013",15.4
"Yogyakarta",-7.797068,110.370529,"2014",16.13
"Yogyakarta",-7.797068,110.370529,"2015",15.22
"Yogyakarta",-7.797068,110.370529,"2016",14.98
"Yogyakarta",-7.797068,110.370529,"2017",12.32
"Yogyakarta",-7.797068,110.370529,"2018",11.32
"Yogyakarta",-7.797068,110.370529,"2019",12.86
"Yogyakarta",-7.797068,110.370529,"2020",12.58
"Yogyakarta",-7.797068,110.370529,"2021",14.61
